,601,602,700,701,702,142,143,SPY,QQQ,^RUT,IEI,LQD,GSG,GLD,OIL
,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
2020-01-20,381.34,385.34,517.62,283.4,327.54,1724.0,1536.0,,,,,,,,
2020-01-21,381.42,385.49,517.96,283.38,327.56,1725.03,1538.0,309.1354064941406,217.1972198486328,1685.9000244140625,118.20162963867188,112.46647644042969,15.8100004196167,146.74000549316406,18.334999084472656
2020-01-22,381.48,385.56,518.27,283.4,327.57,1739.34,1563.41,309.17279052734375,217.7711181640625,1684.4599609375,118.22029876708984,112.52720642089844,15.579999923706055,146.7899932861328,17.888200759887695
2020-01-23,381.47,385.48,518.12,283.44,327.56,1735.88,1560.43,309.52728271484375,218.47149658203125,1685.010009765625,118.36970520019531,112.67472839355469,15.40999984741211,147.1199951171875,17.55500030517578
2020-01-24,,,,,,,,306.77471923828125,216.63302612304688,1662.22998046875,118.57511138916016,112.8656234741211,15.149999618530273,147.97999572753906,17.170000076293945
2020-01-26,381.48,385.68,518.47,283.41,327.57,1719.96,1536.91,,,,,,,,
2020-01-27,380.87,385.54,518.66,283.4,327.54,1695.74,1504.72,301.8572082519531,212.15834045410156,1644.1400146484375,118.98600006103516,113.08260345458984,14.789999961853027,148.99000549316406,16.745100021362305
2020-01-28,380.56,385.13,518.02,283.37,327.51,1696.63,1507.53,305.0205078125,215.41705322265625,1658.31005859375,118.8272705078125,113.02178955078125,14.920000076293945,147.66000366210938,16.950000762939453
2020-01-29,380.48,384.88,517.71,283.41,327.56,1701.33,1516.95,304.7685241699219,215.7672576904297,1649.219970703125,119.11675262451172,113.38626861572266,14.829999923706055,148.4600067138672,16.864500045776367
2020-01-30,380.15,384.69,517.86,283.47,327.54,1690.88,1513.38,305.757568359375,216.53575134277344,1648.219970703125,119.21947479248047,113.45570373535156,14.680000305175781,148.47000122070312,16.764299392700195
2020-01-31,,,,,,,,300.2057189941406,213.10191345214844,1614.06005859375,119.58364868164062,113.75072479248047,14.489999771118164,149.3300018310547,16.466100692749023
2020-02-02,379.62,384.83,518.37,283.41,327.63,1642.63,1462.21,,,,,,,,
2020-02-03,379.35,384.5,517.79,283.41,327.63,1663.17,1462.21,302.43572998046875,216.3217010498047,1632.2099609375,119.46113586425781,113.6611328125,14.15999984741211,148.36000061035156,16.027099609375
2020-02-04,379.67,384.58,517.86,283.42,327.63,1690.87,1486.41,307.0452575683594,221.27305603027344,1656.77001953125,119.10572052001953,113.38275146484375,14.180000305175781,146.42999267578125,15.94729995727539
2020-02-05,380.01,384.63,517.97,283.46,327.66,1714.8,1517.64,310.591064453125,222.0026092529297,1681.9200439453125,118.85324096679688,113.31311798095703,14.4399995803833,146.61000061035156,16.364700317382812
2020-02-06,380.66,385.15,518.76,283.47,327.66,1727.06,1519.77,311.6360778808594,223.91891479492188,1677.4599609375,118.86259460449219,113.26091766357422,14.460000038146973,147.39999389648438,16.40329933166504
2020-02-07,,,,,,,,309.9752197265625,222.95591735839844,1656.780029296875,119.14315032958984,113.6959228515625,14.369999885559082,147.7899932861328,16.211700439453125
2020-02-09,380.68,385.51,519.21,283.47,327.69,1702.97,1483.96,,,,,,,,
2020-02-10,380.73,385.71,519.6,283.47,327.74,1713.44,1484.82,312.28924560546875,225.65048217773438,1667.6700439453125,119.32088470458984,113.9655990600586,14.210000038146973,148.1699981689453,15.949999809265137
2020-02-11,381.38,386.39,520.28,283.48,327.86,1732.56,1508.54,312.8305358886719,225.68936157226562,1677.510009765625,119.15249633789062,113.80030059814453,14.300000190734863,147.66000366210938,16.110000610351562
2020-02-12,381.98,387.0,520.83,283.48,327.74,1751.79,1529.81,314.8459777832031,227.88780212402344,1689.3800048828125,118.9935302734375,113.7481460571289,14.569999694824219,147.5399932861328,16.559200286865234
2020-02-13,382.3,387.36,521.2,283.51,327.78,1730.11,1516.81,314.5101013183594,227.59596252441406,1693.739990234375,119.04959869384766,113.66981506347656,14.579999923706055,148.3800048828125,16.591699600219727
2020-02-14,,,,,,,,315.013916015625,228.24771118164062,1687.5799560546875,119.14315032958984,113.94818115234375,14.670000076293945,149.0,16.719999313354492
2020-02-16,383.06,388.08,522.37,283.52,327.74,1730.58,1534.54,,,,,,,,
2020-02-17,383.09,388.25,522.34,283.5,327.76,1727.83,1541.09,,,,,,,,
2020-02-18,382.74,387.93,522.01,283.51,327.65,1714.02,1534.21,314.20208740234375,228.33526611328125,1683.52001953125,119.29278564453125,114.16571044921875,14.729999542236328,150.91000366210938,16.74410057067871
2020-02-19,382.84,387.94,522.01,283.51,327.68,1734.11,1555.07,315.7044372558594,230.5239715576172,1692.5699462890625,119.24604034423828,114.00910186767578,14.920000076293945,151.7899932861328,17.032400131225586
2020-02-20,383.04,388.05,522.19,283.58,327.67,1725.09,1542.87,314.4074401855469,228.38388061523438,1696.0699462890625,119.45178985595703,114.3919448852539,14.899999618530273,152.41000366210938,17.100000381469727
2020-02-21,,,,,,,,311.1695556640625,223.99676513671875,1678.6099853515625,119.71366882324219,114.61807250976562,14.800000190734863,154.6999969482422,16.921199798583984
2020-02-23,382.98,388.83,523.56,283.55,327.66,1685.14,1492.74,,,,,,,,
2020-02-24,383.05,389.59,524.83,283.54,327.76,1661.25,1459.46,300.84954833984375,215.35867309570312,1628.0999755859375,120.28417205810547,114.635498046875,14.369999885559082,156.08999633789062,16.320499420166016
2020-02-25,383.43,390.05,525.41,283.59,327.67,1673.82,1470.76,291.73309326171875,209.50270080566406,1571.9000244140625,120.49925994873047,114.74856567382812,14.109999656677246,153.3000030517578,15.8193998336792
2020-02-26,383.44,390.08,525.16,283.61,327.62,1678.02,1464.79,290.6600036621094,210.58245849609375,1552.760009765625,120.51801300048828,114.32231140136719,13.890000343322754,153.97000122070312,15.505399703979492
2020-02-27,383.34,390.84,526.37,283.69,327.71,1601.81,1418.26,277.6060791015625,200.03775024414062,1497.8699951171875,120.91080474853516,113.71333312988281,13.550000190734863,154.0,14.965100288391113
2020-02-28,,,,,,,,276.439697265625,200.1934356689453,1476.4300537109375,121.84607696533203,114.9921646118164,13.359999656677246,148.3800048828125,14.420000076293945
2020-03-01,381.72,390.0,525.58,283.58,327.56,1582.9,1392.77,,,,,,,,
2020-03-02,,,,,,,,288.41131591796875,210.52407836914062,1518.489990234375,121.6784439086914,114.87788391113281,13.739999771118164,149.1999969482422,15.079999923706055
2020-03-03,383.68,392.18,529.26,283.64,327.82,1598.85,1421.97,280.1534118652344,203.77313232421875,1486.0799560546875,122.6899185180664,116.18629455566406,13.75,153.88999938964844,15.039999961853027
2020-03-04,384.26,394.31,532.97,283.57,327.93,1565.65,1386.45,291.9290771484375,212.2750244140625,1531.199951171875,122.60563659667969,116.3520278930664,13.720000267028809,154.16000366210938,15.04800033569336
2020-03-05,381.48,392.82,531.18,283.53,327.92,1538.09,1352.32,282.22479248046875,205.82565307617188,1478.8199462890625,123.11134338378906,116.30839538574219,13.5,157.49000549316406,14.664999961853027
2020-03-06,,,,,,,,277.55938720703125,202.3529052734375,1449.219970703125,123.57029724121094,117.1196060180664,12.829999923706055,157.5500030517578,13.403200149536133
2020-03-08,375.83,391.07,529.69,283.34,327.69,1464.57,1293.5,,,,,,,,
2020-03-09,368.33,387.76,526.79,282.74,327.51,1368.87,1203.55,255.88351440429688,188.29656982421875,1313.43994140625,124.14157104492188,114.27603149414062,11.279999732971191,157.80999755859375,10.32450008392334
2020-03-10,,,,,,,,269.12420654296875,198.54942321777344,1350.9000244140625,123.46725463867188,111.70283508300781,11.8100004196167,154.47999572753906,11.3100004196167
2020-03-11,366.08,382.89,520.38,283.04,327.46,1319.9,1166.99,256.00482177734375,189.90164184570312,1264.300048828125,123.17692565917969,108.03056335449219,11.5,153.92999267578125,10.939599990844727
2020-03-12,358.77,378.39,515.08,282.48,327.13,1251.56,1063.39,231.51100158691406,172.48931884765625,1122.9300537109375,123.3173828125,102.87545776367188,10.90999984741211,147.7899932861328,10.430800437927246
2020-03-13,,,,,,,,251.302001953125,187.10008239746094,1210.1300048828125,122.73670196533203,107.33277893066406,11.149999618530273,143.27999877929688,10.921299934387207
2020-03-15,357.23,378.65,515.61,282.3,327.17,1296.64,1064.78,,,,,,,,
2020-03-16,353.06,376.38,513.24,281.69,326.93,1240.49,1004.09,223.8035888671875,164.6877899169922,1037.4200439453125,124.01048278808594,105.80630493164062,10.25,141.63999938964844,9.74470043182373
2020-03-17,349.2,372.94,509.4,281.76,326.89,1266.84,1011.61,235.88720703125,177.17794799804688,1106.510009765625,122.6524658203125,101.47111511230469,10.0,143.55999755859375,9.350000381469727
2020-03-18,344.41,366.43,502.72,281.79,326.64,1181.97,950.25,223.94354248046875,171.7889404296875,991.1599731445312,121.85635375976562,96.39451599121094,9.430000305175781,140.6999969482422,8.359999656677246
2020-03-19,348.53,366.2,503.48,281.98,327.26,1230.31,1001.51,224.41943359375,172.8200225830078,1058.75,122.11861419677734,91.63191986083984,9.859999656677246,138.0399932861328,9.262700080871582
2020-03-20,,,,,,,,214.74826049804688,166.0496063232422,1013.8900146484375,123.5796127319336,93.10607147216797,9.640000343322754,140.11000061035156,8.920000076293945
2020-03-22,345.04,363.65,500.29,282.72,326.98,1182.61,960.15,,,,,,,,
2020-03-23,349.78,370.83,508.36,281.94,327.03,1171.21,956.66,209.2574920654297,166.1695556640625,1002.4000244140625,124.46004486083984,99.98825073242188,9.65999984741211,146.3000030517578,8.15999984741211
2020-03-24,356.51,374.98,511.37,281.85,326.99,1254.36,1039.27,228.21693420410156,179.03726196289062,1096.5400390625,123.86990356445312,102.0380859375,9.9399995803833,153.39999389648438,9.123600006103516
2020-03-25,358.89,377.24,512.43,281.89,326.98,1243.7,1071.52,231.63336181640625,177.71153259277344,1110.3699951171875,123.90740966796875,106.92279815673828,9.970000267028809,151.3000030517578,9.58590030670166
2020-03-26,360.15,377.98,512.45,281.97,327.02,1281.24,1115.2,245.15843200683594,187.06988525390625,1180.3199462890625,124.15098571777344,107.01001739501953,9.819999694824219,153.24000549316406,9.405599594116211
2020-03-27,,,,,,,,237.85621643066406,180.635986328125,1131.989990234375,124.61920928955078,106.79196166992188,9.609999656677246,152.25,9.399999618530273
2020-03-29,359.17,376.61,510.53,282.06,327.02,1267.85,1102.68,,,,,,,,
2020-03-30,359.99,374.88,508.43,282.08,327.04,1296.64,1123.32,245.58079528808594,187.2063446044922,1158.3199462890625,124.6379623413086,108.09164428710938,9.350000381469727,152.9199981689453,9.409700393676758
2020-03-31,361.73,375.33,508.74,282.29,327.11,1329.58,1161.75,241.92031860351562,185.6076202392578,1153.0999755859375,124.88142395019531,107.73401641845703,9.300000190734863,148.0500030517578,9.350000381469727
2020-04-01,360.21,374.18,507.98,282.03,326.99,1284.15,1134.81,231.03273010253906,177.72128295898438,1071.989990234375,124.97711181640625,106.16870880126953,9.130000114440918,149.4499969482422,9.0
2020-04-02,360.21,374.22,508.6,282.26,327.14,1268.93,1156.17,236.36386108398438,181.32814025878906,1085.81005859375,124.89269256591797,106.44853973388672,9.65999984741211,151.89999389648438,9.800200462341309
2020-04-03,,,,,,,,232.94741821289062,178.7545623779297,1052.050048828125,124.91145324707031,105.89762115478516,10.180000305175781,152.64999389648438,10.225700378417969
2020-04-05,360.11,374.88,509.4,282.14,327.27,1242.28,1135.27,,,,,,,,
2020-04-06,365.79,381.12,517.43,282.15,327.86,1302.93,1200.42,248.59364318847656,191.5345916748047,1138.780029296875,124.61144256591797,107.98758697509766,10.039999961853027,156.8800048828125,10.377400398254395
2020-04-07,367.79,381.0,517.34,282.38,327.84,1337.04,1261.53,248.8470916748047,191.45660400390625,1139.1700439453125,124.40509033203125,108.15376281738281,9.920000076293945,156.0399932861328,10.51140022277832
2020-04-08,,,,,,,,257.200439453125,195.52166748046875,1191.6600341796875,124.42387390136719,110.10381317138672,10.109999656677246,154.64999389648438,10.410499572753906
2020-04-09,,,,,,,,261.1143493652344,195.80438232421875,1246.72998046875,124.6864242553711,115.28063201904297,9.869999885559082,158.69000244140625,10.399499893188477
2020-04-12,369.45,382.21,518.8,282.32,327.89,1357.11,1280.92,,,,,,,,
2020-04-13,370.07,383.22,520.46,282.47,327.91,1347.19,1262.08,258.7303771972656,197.91973876953125,1212.0400390625,124.5551528930664,114.16130065917969,9.880000114440918,161.41000366210938,10.799400329589844
2020-04-14,,,,,,,,266.3610534667969,206.52748107910156,1237.3299560546875,124.71453857421875,113.60166931152344,9.609999656677246,162.67999267578125,10.693099975585938
2020-04-15,,,,,,,,260.7013244628906,204.1586456298828,1183.97998046875,125.13652801513672,114.36243438720703,9.359999656677246,161.85000610351562,10.077199935913086
2020-04-16,370.96,384.86,522.18,282.47,327.89,1324.22,1246.67,261.9590759277344,207.88250732421875,1178.0899658203125,125.13652801513672,113.79405212402344,9.390000343322754,161.7100067138672,9.951800346374512
2020-04-17,,,,,,,,269.0360412597656,209.87115478515625,1229.0999755859375,125.0052261352539,114.17008972167969,9.34000015258789,158.57000732421875,9.908300399780273
2020-04-19,371.93,384.99,522.18,282.47,327.95,1392.93,1314.03,,,,,,,,
2020-04-20,371.53,384.5,521.08,282.54,327.96,1377.52,1291.69,264.2961120605469,207.38534545898438,1213.3499755859375,125.10839080810547,113.52298736572266,8.9399995803833,159.6999969482422,9.521100044250488
2020-04-21,370.13,383.48,519.92,282.71,327.86,1345.6,1267.33,256.2712707519531,199.73289489746094,1185.0899658203125,125.20216369628906,113.12069702148438,8.010000228881836,158.61000061035156,7.667799949645996
2020-04-22,369.6,383.23,519.77,282.65,327.9,1343.64,1275.25,261.9590759277344,205.65989685058594,1201.52001953125,125.0240249633789,113.19068145751953,8.170000076293945,161.72999572753906,8.050000190734863
2020-04-23,370.09,383.4,519.97,282.77,327.94,1368.15,1289.93,261.9402770996094,205.22125244140625,1214.06005859375,125.0240249633789,113.671630859375,8.420000076293945,163.33999633789062,8.187299728393555
2020-04-24,,,,,,,,265.5914306640625,208.45762634277344,1233.050048828125,125.05208587646484,113.59293365478516,8.350000381469727,162.63999938964844,8.109999656677246
2020-04-26,371.14,384.0,520.71,282.8,327.94,1406.54,1330.34,,,,,,,,
2020-04-27,372.02,384.43,520.86,282.66,327.96,1415.35,1346.35,269.4208068847656,210.1343536376953,1281.8800048828125,124.79895782470703,112.67474365234375,7.960000038146973,161.55999755859375,7.460000038146973
2020-04-28,,,,,,,,268.1818542480469,206.1765594482422,1298.0799560546875,125.0240249633789,112.98077392578125,7.929999828338623,160.83999633789062,7.470200061798096
2020-04-29,,,,,,,,275.2024841308594,213.48780822753906,1360.760009765625,125.08023834228516,113.72412109375,8.140000343322754,161.72999572753906,7.829800128936768
2020-04-30,372.36,383.4,519.93,282.8,328.02,1425.81,1367.69,272.6401672363281,213.40005493164062,1310.6600341796875,125.03334045410156,112.95455169677734,8.479999542236328,158.8000030517578,8.359800338745117
2020-05-01,,,,,,,,265.4224548339844,207.38534545898438,1260.47998046875,125.03807067871094,112.50747680664062,8.479999542236328,159.77999877929688,8.119999885559082
2020-05-03,371.18,382.31,518.6,282.81,328.01,1396.0,1338.54,,,,,,,,
2020-05-04,370.34,382.02,517.77,282.66,327.98,1378.95,1322.49,266.1545715332031,209.8029022216797,1263.969970703125,125.06623077392578,112.68280792236328,8.640000343322754,160.33999633789062,8.369999885559082
2020-05-05,370.43,382.1,517.8,282.7,328.04,1407.26,1362.05,268.6136779785156,212.18150329589844,1273.510009765625,125.03807067871094,112.53376770019531,9.0600004196167,161.02000427246094,9.149999618530273
2020-05-06,370.22,381.65,517.32,282.84,328.11,1410.87,1357.03,266.7928161621094,213.48780822753906,1263.010009765625,124.95361328125,111.27143096923828,8.850000381469727,158.9499969482422,8.875
2020-05-07,371.14,382.28,518.27,282.74,328.12,1434.95,1357.43,270.0121765136719,216.23678588867188,1282.9300537109375,125.3665542602539,111.56947326660156,8.869999885559082,161.38999938964844,8.586999893188477
2020-05-08,,,,,,,,274.47979736328125,219.20025634765625,1329.6400146484375,125.23516845703125,111.03473663330078,9.09000015258789,160.4199981689453,9.194999694824219
2020-05-10,372.48,383.43,519.72,282.77,328.13,1451.69,1394.35,,,,,,,,
2020-05-11,372.99,384.03,520.32,282.87,328.07,1445.53,1386.12,274.5361328125,221.15968322753906,1321.239990234375,125.06623077392578,110.0616683959961,8.960000038146973,159.4199981689453,8.904999732971191
2020-05-12,373.22,384.11,520.63,282.99,328.09,1438.15,1371.52,269.0641784667969,216.52926635742188,1275.5400390625,125.21636962890625,111.12239837646484,8.899999618530273,160.0399932861328,8.793499946594238
2020-05-13,372.93,384.44,521.09,282.91,328.09,1416.16,1341.87,264.3055419921875,213.81924438476562,1233.25,125.30091094970703,111.3766098022461,8.779999732971191,161.5800018310547,8.604399681091309
2020-05-14,371.84,384.5,521.64,282.82,328.06,1353.88,1279.79,267.46856689453125,216.24658203125,1237.550048828125,125.37596893310547,112.29711151123047,9.020000457763672,163.00999450683594,9.024999618530273
2020-05-15,,,,,,,,268.6981201171875,217.65032958984375,1256.989990234375,125.3665542602539,112.6915512084961,9.149999618530273,163.92999267578125,9.239999771118164
2020-05-17,372.84,384.96,521.17,283.23,328.01,1399.04,1326.43,,,,,,,,
2020-05-18,373.82,385.24,521.01,283.29,328.09,1421.72,1354.52,276.88262939453125,221.70559692382812,1333.68994140625,125.05684661865234,113.3315200805664,9.510000228881836,162.69000244140625,10.140000343322754
2020-05-19,374.05,385.41,521.11,283.29,328.09,1423.75,1359.79,274.0387268066406,221.1499786376953,1307.719970703125,125.2258071899414,113.4192123413086,9.510000228881836,164.25999450683594,10.050000190734863
2020-05-20,374.62,385.83,521.71,283.07,328.15,1437.56,1363.94,278.6940612792969,225.56588745117188,1346.9300537109375,125.23516845703125,114.66403198242188,9.720000267028809,164.64999389648438,10.520000457763672
2020-05-21,374.62,386.2,521.57,283.24,328.15,1424.64,1356.31,276.7699279785156,223.10935974121094,1347.56005859375,125.24453735351562,114.57633209228516,9.6899995803833,162.25,10.699299812316895
2020-05-22,,,,,,,,277.2955627441406,223.8794708251953,1355.530029296875,125.28211975097656,114.57633209228516,9.569999694824219,163.2100067138672,10.484999656677246
2020-05-24,374.97,386.4,521.69,283.21,328.16,1443.12,1367.54,,,,,,,,
2020-05-25,375.49,386.74,521.71,283.09,328.16,1454.29,1368.05,,,,,,,,
2020-05-26,375.96,387.08,521.96,283.16,328.17,1450.69,1357.99,280.7119445800781,223.2750701904297,1393.0699462890625,125.23516845703125,114.41853332519531,9.65999984741211,160.88999938964844,10.729900360107422
2020-05-27,375.36,386.78,521.62,283.63,328.17,1440.15,1346.0,284.8887023925781,224.4936065673828,1436.3599853515625,125.24453735351562,114.89190673828125,9.569999694824219,161.17999267578125,10.371100425720215
2020-05-28,,,,,,,,284.3631286621094,224.20115661621094,1400.6700439453125,125.23516845703125,114.98835754394531,9.579999923706055,161.72000122070312,10.449999809265137
2020-05-29,,,,,,,,285.6302185058594,227.48634338378906,1394.0400390625,125.43225860595703,115.7334976196289,9.819999694824219,162.91000366210938,10.952500343322754
2020-05-31,374.72,386.82,521.81,283.8,328.19,1415.32,1330.89,,,,,,,,
2020-06-01,374.81,386.84,521.65,283.7,328.16,1430.08,1331.35,286.78460693359375,228.16871643066406,1405.3699951171875,125.39846801757812,115.6825180053711,9.859999656677246,163.66000366210938,10.0600004196167
2020-06-02,374.48,386.54,521.31,283.61,328.16,1434.0,1332.87,289.1592712402344,229.69920349121094,1418.2099609375,125.31389617919922,116.0516357421875,10.020000457763672,162.60000610351562,11.420000076293945
2020-06-03,374.19,386.64,521.2,283.74,328.15,1434.7,1324.91,293.0074768066406,230.73251342773438,1452.0899658203125,125.0132827758789,115.98129272460938,10.029999732971191,159.60000610351562,11.33080005645752
2020-06-04,374.48,386.56,520.8,283.73,328.16,1439.99,1332.24,292.23785400390625,229.11434936523438,1452.06005859375,124.82534790039062,115.62980651855469,10.109999656677246,161.27999877929688,11.489999771118164
2020-06-05,,,,,,,,299.7276916503906,233.65701293945312,1507.1500244140625,124.52472686767578,116.22736358642578,10.399999618530273,158.00999450683594,12.191499710083008
2020-06-08,374.33,385.74,519.58,283.76,328.16,1470.3,1358.0,303.3507080078125,235.47019958496094,1536.8900146484375,124.59056091308594,116.61405181884766,10.270000457763672,159.72000122070312,11.847000122070312
2020-06-09,374.77,386.43,520.39,283.7,328.17,1471.67,1355.06,301.0886535644531,237.1761474609375,1507.050048828125,124.84420013427734,116.36798858642578,10.289999961853027,161.25999450683594,12.006199836730957
2020-06-10,375.05,386.78,520.98,283.64,328.18,1469.02,1362.85,299.40863037109375,240.0226287841797,1467.3900146484375,125.30451965332031,117.13247680664062,10.420000076293945,163.57000732421875,12.020000457763672
2020-06-11,375.02,387.49,522.25,283.6,328.17,1441.37,1329.51,282.1480407714844,228.12974548339844,1356.219970703125,125.34209442138672,115.73524475097656,9.949999809265137,162.38999938964844,11.130000114440918
2020-06-12,,,,,,,,285.5269775390625,229.94290161132812,1387.6800537109375,125.2763442993164,116.29769134521484,10.029999732971191,162.6199951171875,11.32960033416748
2020-06-14,374.71,387.54,522.45,283.58,328.22,1434.45,1325.87,,,,,,,,
2020-06-15,374.18,387.57,522.79,283.7,328.16,1418.87,1316.11,288.19256591796875,232.74069213867188,1419.6099853515625,125.2293930053711,117.94976806640625,10.109999656677246,162.3300018310547,11.564299583435059
2020-06-16,374.52,387.44,523.37,282.87,328.22,1449.11,1353.44,293.7395935058594,236.7375030517578,1452.260009765625,125.17298126220703,117.62461853027344,10.239999771118164,162.25,11.789999961853027
2020-06-17,375.09,388.11,524.39,283.57,328.23,1436.08,1350.96,292.5193786621094,237.48806762695312,1426.530029296875,125.21056365966797,117.39613342285156,10.1899995803833,162.55999755859375,11.699999809265137
2020-06-18,375.04,388.18,524.95,283.28,328.24,1424.71,1350.6,292.6320495605469,238.13148498535156,1427.3299560546875,125.26689910888672,117.65979766845703,10.3100004196167,162.24000549316406,11.954700469970703
2020-06-19,,,,,,,,290.95965576171875,238.09249877929688,1418.6300048828125,125.30451965332031,117.7477035522461,10.350000381469727,164.02999877929688,12.15470027923584
2020-06-21,374.23,388.22,525.2,283.55,328.25,1399.37,1320.35,,,,,,,,
2020-06-22,374.47,388.38,525.65,283.47,328.21,1404.32,1309.3,292.8262634277344,240.9478302001953,1433.530029296875,125.24811553955078,117.63343048095703,10.479999542236328,165.08999633789062,12.399999618530273
2020-06-23,374.94,388.48,525.77,283.53,328.23,1395.54,1309.1,294.17437744140625,242.99853515625,1439.3399658203125,125.29512786865234,117.41371154785156,10.449999809265137,166.47999572753906,12.357000350952148
2020-06-24,374.55,388.71,526.11,283.55,328.23,1364.04,1283.08,286.6702880859375,237.98898315429688,1389.739990234375,125.36084747314453,117.08859252929688,10.140000343322754,165.89999389648438,11.619999885559082
2020-06-25,373.89,388.76,526.38,283.52,328.25,1362.68,1270.88,289.7435607910156,240.25450134277344,1413.31005859375,125.37968444824219,117.21161651611328,10.229999542236328,165.8000030517578,12.014300346374512
2020-06-26,,,,,,,,282.8617248535156,234.58091735839844,1378.780029296875,125.53936004638672,117.31709289550781,10.039999961853027,166.5399932861328,11.748100280761719
2020-06-28,372.73,388.41,526.67,283.54,328.24,1323.42,1223.77,,,,,,,,
2020-06-29,372.06,388.03,526.14,283.58,328.28,1333.92,1235.67,287.0191650390625,237.13938903808594,1421.2099609375,125.62391662597656,117.86186218261719,10.3100004196167,166.6300048828125,12.124899864196777
2020-06-30,372.12,388.13,526.04,283.23,328.28,1342.4,1261.53,290.6957092285156,241.78765869140625,1441.3699951171875,125.5769271850586,118.19585418701172,10.369999885559082,167.3699951171875,12.087300300598145
2020-07-01,372.7,387.8,525.52,283.67,328.27,1381.02,1299.51,292.73199462890625,244.60983276367188,1427.31005859375,125.45844268798828,118.66267395019531,10.449999809265137,166.6199951171875,12.16469955444336
2020-07-02,373.68,388.14,525.85,283.69,328.29,1405.33,1317.28,294.34405517578125,246.26992797851562,1431.8599853515625,125.57128143310547,118.95333099365234,10.529999732971191,166.97999572753906,12.313400268554688
2020-07-05,373.03,388.17,526.43,283.62,328.3,1359.1,1281.88,,,,,,,,
2020-07-06,374.95,388.23,526.68,283.61,328.3,1392.86,1298.16,298.8878479003906,252.3244171142578,1442.8800048828125,125.47726440429688,119.26163482666016,10.609999656677246,167.97999572753906,12.454999923706055
2020-07-07,376.43,388.14,526.69,283.6,328.24,1389.12,1279.17,295.8052062988281,250.58612060546875,1416.0,125.6088638305664,119.42017364501953,10.600000381469727,169.0399932861328,12.375
2020-07-08,375.11,387.52,525.73,283.46,328.3,1368.82,1255.05,298.0677490234375,253.88681030273438,1427.4000244140625,125.5524673461914,119.22634887695312,10.710000038146973,170.08999633789062,12.5649995803833
2020-07-09,374.45,387.48,526.15,283.58,328.28,1361.24,1260.86,296.3708190917969,256.0253601074219,1398.9200439453125,125.67476654052734,119.89580535888672,10.579999923706055,169.6300048828125,12.135000228881836
2020-07-10,,,,,,,,299.39697265625,257.7734069824219,1422.6800537109375,125.57128143310547,119.67564392089844,10.720000267028809,169.19000244140625,12.395000457763672
2020-07-12,374.72,387.53,526.28,283.35,328.26,1377.79,1277.11,,,,,,,,
2020-07-13,374.43,386.98,525.61,283.48,328.24,1385.11,1301.67,296.80450439453125,252.4708709716797,1403.5699462890625,125.62773895263672,119.35853576660156,10.520000457763672,169.39999389648438,12.20419979095459
2020-07-14,374.22,387.23,526.37,283.57,328.24,1366.65,1295.59,300.65081787109375,254.2578582763672,1428.260009765625,125.59954833984375,120.05435180664062,10.600000381469727,170.19000244140625,12.329999923706055
2020-07-15,374.25,387.38,526.45,283.74,328.28,1400.3,1336.12,303.4129333496094,254.77542114257812,1478.27001953125,125.6088638305664,120.29216003417969,10.710000038146973,170.33999633789062,12.600000381469727
2020-07-16,373.95,387.22,526.83,283.68,328.31,1388.39,1325.94,302.4136962890625,253.03724670410156,1467.56005859375,125.67476654052734,120.62689208984375,10.680000305175781,168.72999572753906,12.4399995803833
2020-07-17,,,,,,,,303.2903747558594,253.33021545410156,1473.3199462890625,125.65592956542969,120.95276641845703,10.649999618530273,170.1199951171875,12.454999923706055
2020-07-19,373.31,386.6,526.01,283.68,328.27,1386.84,1327.0,,,,,,,,
2020-07-20,373.52,386.82,525.98,283.71,328.26,1396.74,1341.62,305.7414245605469,260.51739501953125,1467.949951171875,125.65592956542969,121.2874984741211,10.649999618530273,170.94000244140625,12.461899757385254
2020-07-21,374.1,386.75,525.87,283.31,328.23,1410.92,1376.61,306.3918762207031,257.8027038574219,1487.510009765625,125.74052429199219,121.446044921875,10.8100004196167,173.0,12.784799575805664
2020-07-22,374.29,386.76,525.82,283.32,328.29,1398.52,1380.88,308.1358642578125,258.71087646484375,1490.1400146484375,125.73112487792969,121.8424072265625,10.819999694824219,175.6300048828125,12.789999961853027
2020-07-23,374.68,386.92,526.02,283.63,328.29,1388.27,1364.2,304.4593200683594,251.95323181152344,1490.199951171875,125.73112487792969,121.93046569824219,10.800000190734863,177.17999267578125,12.6181001663208
2020-07-24,,,,,,,,302.4984436035156,249.56080627441406,1467.550048828125,125.74993133544922,121.65740966796875,10.8100004196167,178.6999969482422,12.630000114440918
2020-07-26,374.79,386.94,526.15,283.55,328.28,1374.13,1350.45,,,,,,,,
2020-07-27,374.88,386.92,526.06,283.41,328.26,1376.43,1352.58,304.7044677734375,254.01376342773438,1484.6500244140625,125.65592956542969,121.2874984741211,10.850000381469727,182.22999572753906,12.765000343322754
2020-07-28,374.9,386.96,525.99,283.34,328.29,1378.17,1359.95,302.7718811035156,250.78146362304688,1469.760009765625,125.79698181152344,121.1641845703125,10.770000457763672,183.75,12.580400466918945
